01000,FR,Rhône-Alpes,Bourg-en-Bresse
08300,FR,Champagne-Ardenne,L'Écaille
75008,FR,Île-de-France,Paris 08 Élysée
75001,FR,Île-de-France,Paris 01 Louvre
98799,FR,,Clipperton Island
